-0.051	-0.196	-0.456	-0.332	1.633
-0.832	0.861	0.547	-0.715	-1.631
0.811	-0.874	-0.979	0.964	-2.714
-0.101	-0.4	-0.449	0.613	0.871
-0.344	0.802	0.164	-0.721	0.236
0.101	0.445	-0.256	0.588	1.134
0.97	-0.741	0.762	0.668	0.162
-0.954	-0.375	0.582	-0.151	2.197
0.47	-0.978	0.201	-0.151	-0.14
-0.249	0.331	0.302	0.163	1.151
0.562	0.303	0.302	0.133	1.891
-0.97	-0.221	0.796	-0.84	0.606
-0.561	0.522	-0.521	0.255	0.156
0.936	-0.226	0.087	-0.929	0.504
0.388	-0.566	-0.4	0.846	-0.036
-0.743	-0.277	0.693	-0.088	1.795
0.183	0.025	-0.183	0.406	1.165
0.692	0.221	-0.374	-0.043	1.791
0.362	-0.025	-0.19	0.007	1.27
0.798	-0.873	-0.991	0.734	-2.245
-0.377	-0.574	-0.248	-0.082	1.99
-0.033	-0.83	0.435	0.479	1.799
0.326	0.037	-0.052	0.125	1.323
-0.406	-0.603	-0.922	0.987	0.214
-0.919	-0.636	-0.401	-0.962	3.825
-0.362	-0.652	0.428	0.249	2.221
-0.721	0.149	0.326	-0.756	0.485
-0.655	0.82	-0.505	-0.604	0.299
-0.026	-0.89	0.996	-0.023	1.324
-0.792	-0.729	0.418	-0.723	2.428
0.761	-0.069	0.416	0.139	1.258
-0.371	0.465	-0.061	-0.949	0.898
-0.527	-0.99	0.427	0.459	3.257
-0.205	-0.234	0.82	-0.323	0.914
-0.235	-0.959	-0.309	0.692	1.548
-0.712	0.854	0.221	0.26	-0.409
-0.59	-0.107	0.398	-0.903	0.771
0.563	0.915	-0.142	0.236	2.778
-0.468	0.591	0.301	0.203	0.592
-0.294	0.663	-0.483	0.977	-0.229
-0.013	0.913	0.804	-0.843	-0.091
-0.555	-0.93	0.768	-0.271	2.432
0.35	0.046	0.44	0.462	1.755
0.613	0.3	0.467	-0.302	1.57
-0.13	0.889	0.425	0.785	1.621
-0.984	0.072	0.821	-0.466	0.322
0.114	-0.467	-0.224	0.495	0.919
-0.864	0.852	0.215	0.893	-0.524
0.283	0.443	0.217	0.498	1.892
0.899	0.684	-0.274	0.214	3.027
0.728	-0.602	-0.516	0.684	-0.721
0.696	0.589	-0.544	-0.343	2.903
0.698	-0.09	-0.552	0.353	0.722
-0.17	0.671	0.88	-0.658	-0.2
-0.154	-0.964	0.191	-0.051	1.726
-0.525	0.356	-0.091	-0.697	0.866
-0.453	0.248	-0.25	0.3	0.813
0.518	-0.842	-0.074	0.657	-0.106
0.304	-0.088	-0.463	-0.975	2.123
0.96	-0.669	0.435	0.443	-0.241
0.551	0.222	0.359	0.609	2.104
-0.46	-0.852	0.637	0.521	3.14
-0.828	0.305	-0.694	-0.99	1.917
-0.841	-0.267	0.44	-0.779	1.288
0.589	0.937	0.578	-0.522	2.352
-0.54	-0.594	-0.705	0.537	1.505
0.85	-0.488	-0.947	0.945	-1.734
0.46	0.256	-0.973	0.951	-0.197
-0.683	-0.157	-0.389	0.068	1.569
0.108	-0.528	0.893	-0.49	0.254
0.827	-0.074	0.838	-0.397	0.451
-0.094	0.155	0.621	-0.873	0.172
-0.084	0.289	0.3	0.263	1.385
-0.521	0.132	-0.325	0.43	0.814
-0.755	0.449	0.492	-0.457	-0.167
0.739	-0.628	0.352	0.801	0.472
-0.5	-0.094	0.199	0.496	1.638
-0.124	-0.546	-0.617	-0.714	2.384
0.406	0.497	-0.991	0.365	1.182
0.746	0.634	0.647	-0.585	1.962
0.204	0.38	0.693	-0.13	1.352
-0.148	-0.594	-0.537	-0.33	1.918
0.159	-0.855	0.897	-0.7	-0.364
0.103	0.281	0.351	0.154	1.495
-0.03	-0.414	-0.48	0.184	1.161
0.228	0.961	-0.464	-0.551	2.469
-0.73	-0.264	0.23	-0.819	1.501
0.126	-0.234	-0.291	-0.583	1.551
-0.291	0.729	-0.309	-0.173	0.77
0.872	-0.859	0.508	-0.544	-1.5
0.918	0.566	-0.898	-0.02	2.895
-0.302	0.406	0.798	0.613	1.911
0.818	0.14	-0.197	-0.254	1.744
0.872	-0.68	-0.119	-0.669	-0.32
-0.851	-0.734	0.586	-0.204	2.935
-0.389	0.817	-0.612	-0.374	0.804
0.182	0.164	-0.69	0.992	0.021
-0.957	0.661	-0.831	0.114	-0.787
-0.804	-0.29	0.604	0.996	3.203
0.018	0.74	0.365	0.029	1.361
-0.108	-0.595	0.343	0.984	2.168
0.229	-0.378	-0.764	0.272	0.625
0.993	0.982	-0.746	0.938	2.826
-0.693	0.032	-0.565	0.375	0.81
-0.991	0.308	-0.553	0.062	0.316
-0.529	0.399	0.255	-0.192	0.569
-0.261	-0.398	-0.344	-0.031	1.633
0.111	0.662	0.669	-0.32	1.092
0.752	-0.373	0.033	0.162	0.469
-0.765	0.697	-0.08	0.496	-0.379
-0.461	0.444	-0.343	-0.59	1.091
0.371	0.499	-0.312	0.654	1.447
0.479	0.792	-0.126	-0.181	2.484
-0.456	0.894	0.566	0.094	0.183
-0.852	-0.614	-0.526	-0.325	3.211
0.369	-0.521	0.599	-0.785	-0.217
0.465	-0.364	-0.003	-0.62	0.796
-0.752	-0.932	-0.976	0.011	3.381
-0.855	-0.618	0.64	-0.296	2.506
-0.079	0.495	-0.79	0.833	-0.133
0.557	0.031	-0.631	0.479	0.747
-0.084	-0.373	-0.363	-0.807	1.98
0.607	0.567	-0.739	-0.311	2.792
0.948	0.038	0.314	0.479	1.709
-0.492	0.404	0.082	-0.958	0.547
0.78	-0.063	0.881	0.634	2.27
-0.091	0.425	0.521	-0.276	0.896
0.089	-0.166	0.527	-0.195	1.05
0.968	-0.492	-0.023	-0.271	-0.116
0.716	0.391	0.59	-0.565	1.473
-0.874	0.383	0.457	-0.611	-0.263
-0.954	0.335	-0.136	0.215	0.283
0.388	-0.477	0.985	0.408	1.549
0.276	0.703	-0.504	-0.151	2.034
0.443	0.768	-0.35	-0.626	2.759
-0.584	0.439	0.538	0.491	1.059
0.361	0.599	-0.577	-0.14	2.11
-0.847	0.287	-0.495	-0.085	0.655
0.485	-0.734	0.98	-0.616	-0.975
-0.922	0.659	0.562	0.962	0.558
-0.695	0.153	0.571	0.094	1.088
0.58	0.944	0.37	0.422	3.255
-0.687	-0.543	0.723	0.025	2.455
-0.557	-0.203	-0.676	-0.082	1.75
0.06	0.186	0.423	-0.842	0.621
0.18	0.846	0.589	0.483	2.326
0.546	-0.969	-0.169	0.599	-0.49
0.915	-0.053	-0.458	0.707	0.507
0.012	0.053	0.5	0.983	2.285
-0.2	0.958	0.991	0.196	1.114
-0.643	-0.613	-0.435	-0.443	2.868
-0.581	-0.553	0.87	0.143	2.513
0.505	0.252	-0.195	-0.013	1.687
0.608	0.659	0.438	0.683	3.1
0.077	-0.331	0.497	-0.763	0.465
0.293	0.533	-0.504	0.187	1.58
-0.239	-0.961	0.139	0.225	2.052
-0.051	0.869	0.63	0.043	1.221
-0.788	0.526	-0.444	-0.38	0.394
0.965	-0.634	0.97	-0.155	-0.836
0.814	0.33	-0.703	0.837	0.929
0.76	0.426	0.035	0.109	2.279
-0.756	0.696	0.066	0.431	-0.222
-0.459	-0.861	0.043	0.694	2.545
0.771	0.354	-0.099	0.96	1.929
0.595	0.959	-0.164	0.602	2.814
0.65	0.041	-0.59	0.622	0.646
-0.299	0.494	-0.093	0.924	0.685
-0.697	-0.038	-0.253	-0.828	1.798
0.331	0.887	-0.907	0.815	0.702
-0.175	-0.213	0.819	0.797	2.717
-0.994	-0.49	0.097	0.213	2.803
-0.398	0.237	-0.982	-0.814	2.616
0.078	0.845	-0.174	0.724	1.246
0.664	0.859	0.339	-0.351	2.773
0.581	-0.145	-0.339	-0.877	1.642
0.392	-0.33	0.419	0.883	1.652
-0.693	0.394	-0.843	-0.484	1.297
-0.355	0.746	-0.003	-0.656	0.509
0.324	-0.346	-0.46	-0.359	1.294
0.467	0.596	-0.972	0.93	0.327
-0.665	-0.203	0.262	0.353	1.89
-0.913	0.562	-0.655	0.569	-0.985
-0.65	-0.439	-0.719	-0.178	2.412
-0.494	0.844	-0.794	0.555	-0.832
0.564	0.12	-0.447	-0.962	2.363
0.673	-0.193	-0.744	0.922	-0.462
-0.362	-0.486	0.818	-0.889	0.373
-0.349	-0.877	-0.072	0.451	2.153
-0.074	0.236	0.246	0.385	1.437
-0.967	0.39	-0.007	-0.753	0.179
0.662	0.68	0.472	0.042	2.69
-0.916	-0.15	0.406	-0.557	1.26
-0.529	-0.149	0.414	0.954	2.326
-0.937	0.837	-0.039	0.149	-1.064
-0.808	-0.184	-0.546	-0.741	2.555
-0.757	0.292	-0.937	-0.955	2.427
-0.755	0.005	0.985	-0.487	0.329
-0.508	0.213	0.383	0.726	1.532
-0.755	-0.518	0.224	-0.578	2.214
-0.102	0.157	-0.266	-0.078	1.293
0.47	0.069	0.827	0.948	2.965
-0.214	0.055	0.231	0.517	1.504
0.23	-0.528	-0.013	-0.341	0.945
0.967	0.241	0.784	-0.816	0.72
0.252	-0.372	-0.198	0.627	0.77
-0.031	-0.876	-0.907	0.31	0.819
0.359	0.415	-0.648	0.313	1.341
-0.636	-0.777	-0.892	0.584	1.741
-0.87	-0.105	0.923	-0.09	1.408
-0.412	-0.24	-0.014	-0.604	1.614
-0.849	-0.601	-0.646	-0.328	3.255
0.478	-0.875	-0.325	-0.419	0.318
-0.682	0.6	0.495	0.181	0.252
0.173	-0.33	-0.096	-0.476	1.22
0.24	0.586	0.017	0.162	1.727
-0.856	-0.436	-0.575	-0.69	3.213
-0.412	-0.729	0.24	-0.908	1.765
0.391	-0.628	-0.539	-0.617	1.228
0.842	0.309	-0.286	0.194	1.97
0.803	-0.669	-0.919	-0.448	0.512
-0.702	0.422	-0.223	0.274	0.289
0.06	-0.201	0.479	0.401	1.648
0.265	-0.549	0.499	-0.995	-0.129
-0.564	0.753	-0.748	-0.593	0.913
0.247	0.408	-0.326	-0.795	2.121
-0.616	0.311	0.518	0.635	1.383
-0.673	0.291	-0.731	0.327	0.234
0.083	-0.979	-0.51	-0.443	1.508
-0.273	0.889	-0.95	-0.278	1.1
0.631	0.296	0.766	0.334	2.372
0.497	0.083	-0.091	-0.186	1.458
0.908	-0.264	-0.126	-0.588	0.729
-0.778	-0.62	-0.533	0.902	1.786
0.726	0.321	0.116	0.778	2.18
0.311	-0.72	0.815	-0.72	-0.545
-0.515	-0.585	0.723	-0.936	0.85
0.334	0.061	-0.702	-0.271	1.742
-0.111	-0.61	-0.066	0.927	1.381
0.867	-0.343	0.469	0.192	0.588
0.225	-0.324	0.73	-0.995	-0.371
0.067	-0.431	-0.955	0.102	1.019
-0.12	0.501	0.561	0.186	1.328
-0.741	0.634	0.889	0.436	0.666
-0.273	0.674	0.055	0.426	0.795
0.848	0.745	-0.623	0.056	3.126
0.867	0.402	0.065	0.948	2.469
-0.616	0.751	-0.34	-0.115	-0.01
-0.673	-0.858	0.24	0.759	3.397
0.869	0.735	0.458	0.989	4.122
0.741	-0.248	-0.328	-0.334	0.968
0.709	-0.392	-0.767	-0.875	1.808
-0.732	-0.834	0.413	0.053	3.175
-0.281	0.1	0.778	-0.755	0.041
0.213	-0.955	-0.147	0.833	0.445
-0.082	0.557	0.165	0.083	1.19
-0.67	0.84	-0.688	0.947	-1.691
0.554	0.526	-0.15	0.984	1.879
-0.163	0.879	0.666	0.057	0.946
0.047	-0.124	0.592	-0.664	0.496
0.307	-0.562	-0.372	-0.631	1.252
0.388	0.658	0.635	0.473	2.667
0.519	-0.966	-0.615	-0.003	-0.2
0.601	-0.548	-0.72	-0.641	1.235
-0.365	-0.965	-0.226	0.947	1.929
-0.221	0.832	0.902	0.122	0.968
-0.801	-0.133	-0.955	0.188	1.261
-0.969	0.758	-0.315	0.239	-1.054
-0.157	0.596	-0.741	-0.263	1.409
-0.37	0.822	0.198	0.822	0.713
0.496	0.981	-0.377	0.844	2.123
0.073	-0.465	-0.427	0.79	0.524
-0.623	-0.988	0.821	-0.065	3.04
0.727	0.285	-0.007	-0.437	1.928
0.618	0.689	-0.959	0.626	1.377
-0.942	-0.283	0.361	-0.591	1.673
-0.183	0.267	0.26	0.936	1.64
-0.674	0.199	0.397	-0.427	0.559
-0.086	-0.519	-0.866	-0.482	2.269
0.16	0.707	0.649	-0.814	0.583
-0.719	-0.797	0.836	-0.279	2.553
-0.575	-0.88	-0.544	0.93	1.806
0.394	0.759	-0.509	-0.007	2.204
-0.997	-0.373	0.631	0.528	3.082
0.605	0.346	0.579	0.472	2.475
-0.705	0.704	0.39	-0.141	-0.299
-0.202	0.541	-0.081	-0.551	1.061
0.633	0.156	0.454	0.126	1.711
0.597	-0.59	-0.974	-0.476	1.171
0.829	0.165	0.319	0.745	2.186
0.466	0.386	0.801	0.804	3.128
-0.581	0.15	-0.653	-0.7	1.953
0.228	-0.757	0.767	-0.718	-0.319
0.095	-0.998	-0.819	-0.349	1.587
0.493	0.025	-0.782	0.636	0.342
0.662	-0.242	0.016	0.298	0.829
0.933	0.951	-0.183	0.399	3.816
0.882	0.629	0.399	-0.67	2.43
0.069	0.81	0.424	0.471	1.867
0.627	-0.57	-0.116	0.958	0.006
0.414	0.306	0.58	-0.246	1.395
-0.939	0.485	-0.21	0.296	-0.191
0.092	0.041	-0.899	0.973	-0.438
-0.295	-0.047	-0.21	0.758	1.023
0.371	0.504	-0.321	0.062	1.821
0.214	-0.926	0.653	0.368	1.186
-0.086	-0.947	-0.248	0.977	1.06
-0.889	-0.418	-0.517	0.115	2.296
-0.238	0.771	-0.323	-0.492	1.067
-0.725	-0.893	0.878	-0.948	1.578
0.078	0.877	-0.623	-0.486	2.111
0.887	0.682	-0.366	0.534	2.724
0.692	0.827	-0.265	-0.678	3.376
0.735	0.259	0.943	-0.396	1.124
-0.884	-0.812	-0.041	0.874	3.382
-0.244	-0.482	-0.54	0.456	1.16
-0.038	-0.903	-0.678	-0.105	1.545
0.975	0.683	-0.669	0.789	2.242
-0.959	0.48	-0.369	0.968	-0.795
0.404	-0.593	0.757	0.04	0.642
0.299	-0.834	-0.448	-0.128	0.667
-0.464	0.774	0.643	-0.072	0.13
0.46	0.61	0.991	-0.283	1.581
0.682	-0.364	-0.724	-0.239	0.901
0.921	-0.198	0.077	-0.319	0.704
-0.7	0.959	-0.094	-0.825	-0.559
-0.375	0.967	-0.52	-0.399	0.627
0.075	0.739	-0.242	0.59	1.181
-0.975	0.892	-0.308	0.667	-1.72
-0.597	-0.059	-0.965	0.438	0.56
0.094	0.61	0.461	0.935	2.334
0.896	-0.817	-0.898	-0.189	-0.557
-0.44	0.649	-0.287	0.683	0.051
-0.212	0.329	-0.576	-0.446	1.605
0.815	0.878	0.055	-0.131	3.432
0.505	0.681	-0.746	-0.009	2.345
0.154	0.268	-0.134	-0.746	1.624
0.185	-0.791	-0.784	0.968	-0.657
-0.031	-0.373	0.574	-0.403	0.872
0.314	-0.906	0.314	0.103	0.511
0.211	0.371	-0.3	0.632	1.156
-0.54	0.762	-0.788	-0.649	1.088
-0.673	0.367	0.241	0.695	0.894
0.353	-0.437	0.96	-0.787	-0.674
-0.268	-0.154	0.747	-0.554	0.596
-0.192	-0.948	0.344	0.402	2.123
0.281	0.339	-0.015	-0.376	1.597
0.785	0.179	0.056	0.981	1.831
-0.764	-0.911	-0.543	-0.724	4.174
0.849	-0.36	-0.506	-0.652	1.043
0.076	-0.007	0.103	0.544	1.41
0.027	0.406	-0.134	-0.32	1.419
0.25	-0.955	0.743	-0.494	-0.15
0.455	-0.303	0.898	-0.157	0.604
-0.566	-0.394	-0.527	-0.899	2.917
0.913	0.226	-0.272	0.549	1.62
-0.805	0.774	-0.855	0.118	-0.771
0.75	-0.05	-0.224	0.708	0.87
-0.909	0.407	0.314	0.005	0.193
-0.921	-0.693	0.815	0.826	4.561
0.287	0.462	0.193	0.682	1.961
-0.182	-0.509	0.14	-0.218	1.517
0.307	-0.749	-0.888	-0.92	2.244
0.127	-0.712	-0.607	-0.269	1.355
-0.257	-0.127	0.747	0.192	1.685
0.307	-0.531	0.542	0.648	1.513
-0.533	-0.353	0.611	0.079	1.961
-0.278	-0.301	0.529	-0.089	1.457
-0.28	-0.6	-0.689	-0.935	3.092
0.613	0.33	0.432	0.336	2.197
0.837	-0.011	-0.563	0.59	0.608
-0.825	0.37	-0.953	0.066	0.258
-0.927	0.599	0.234	0.967	0.087
-0.762	0.588	0.627	-0.686	-0.904
0.186	-0.257	-0.63	0.176	0.935
-0.943	0.437	0.378	0.55	0.48
0.372	-0.189	-0.022	0.644	1.061
0.361	0.296	-0.468	0.678	0.986
0.196	0.884	-0.54	-0.115	1.944
-0.565	0.151	0.865	-0.405	0.343
-0.01	0.466	0.61	-0.136	1.12
0.265	-0.702	0.917	-0.612	-0.38
-0.338	0.18	0.681	-0.769	0.07
-0.135	0.018	0.824	-0.404	0.627
0.968	-0.928	0.741	0.429	-0.759
-0.287	0.022	-0.33	0.955	0.651
-0.382	-0.956	-0.597	-0.763	3.307
0.254	-0.8	0.127	-0.895	0.463
0.42	-0.94	0.86	0.188	0.439
0.704	-0.382	0	0.813	0.493
-0.596	-0.322	-0.078	0.1	1.86
-0.547	-0.102	0.426	-0.478	1.06
0.131	0.812	-0.065	0.821	1.512
0.985	-0.979	-0.62	-0.098	-1.471
0.55	-0.926	0.331	-0.522	-0.573
0.904	0.535	-0.438	0.431	2.373
0.17	-0.67	0.351	0.244	1.13
-0.911	-0.048	0.174	-0.897	1.119
0.169	0.072	0.111	-0.967	1.122
0.466	0.344	0.842	0.616	2.818
-0.39	0.56	-0.211	-0.187	0.724
-0.2	-0.624	0.899	-0.083	1.525
-0.598	0.558	-0.281	-0.345	0.493
-0.948	-0.036	0.53	-0.667	0.695
0.869	0.272	-0.395	-0.337	2.275
0.79	0.376	0.063	0.287	2.227
-0.271	0.51	-0.438	-0.611	1.421
-0.552	0.715	-0.851	-0.996	1.811
-0.994	-0.487	-0.133	-0.115	2.783
0.52	0.366	0.871	0.596	2.909
-0.26	0.183	0.825	0.202	1.491
0.2	-0.138	-0.594	0.039	1.171
-0.899	-0.307	-0.871	0.645	1.004
-0.886	0.212	0.17	-0.625	0.524
-0.036	-0.405	0.899	-0.382	0.657
-0.214	0.033	0.618	0.717	2.165
0.216	-0.631	0.199	-0.124	0.842
0.151	-0.018	0.404	0.89	2.011
0.521	0.85	0.682	-0.124	2.459
0.115	-0.805	-0.798	0.819	-0.285
-0.25	0.267	-0.273	-0.534	1.391
0.641	-0.327	0.412	0.942	1.447
-0.166	0.83	-0.289	0.392	0.66
0.914	-0.697	0.849	0.578	0.37
0.927	-0.476	0.035	0.724	0.027
-0.271	-0.566	0.003	-0.596	1.757
0.578	0.461	0.795	0.021	2.133
0.649	-0.337	0.912	0.191	0.992
-0.445	-0.285	-0.359	0.282	1.478
-0.576	-0.364	-0.073	0.188	1.902
0.832	0.127	0.831	-0.277	1.157
0.043	-0.717	0.594	-0.182	0.991
0.984	-0.19	0.16	0.591	0.928
-0.442	-0.962	0.105	0.743	2.732
0.942	0.246	0.562	0.95	3.063
-0.954	0.283	0.693	0.328	0.945
-0.883	0.53	0.955	0.519	0.887
-0.16	0.21	0.62	0.084	1.303
-0.848	0.257	0.8	-0.465	-0.098
0.378	0.652	-0.311	-0.948	2.629
0.283	0.505	0.623	0.42	2.252
0.155	0.426	0.468	0.596	2.056
-0.672	0.562	0.013	0.385	0.177
-0.132	0.036	-0.089	0.564	1.185
-0.823	-0.093	-0.457	0.703	0.887
0.599	-0.132	0.184	0.151	1.118
0.322	0.108	0.1	0.548	1.514
-0.574	0.862	-0.575	-0.804	0.74
-0.233	-0.57	0.784	-0.834	0.391
-0.837	-0.074	-0.959	0.358	0.799
0.243	0.51	0.562	-0.819	0.751
0.122	-0.285	-0.379	0.982	0.451
-0.456	-0.75	-0.477	0.929	1.44
0.954	0.059	-0.821	0.358	0.881
0.511	0.252	0.548	0.07	1.763
-0.001	0.043	0.107	0.421	1.39
-0.328	-0.764	-0.34	0.349	1.814
-0.362	-0.906	0.461	-0.431	1.887
0.165	0.151	-0.064	0.794	1.273
-0.214	-0.651	-0.307	-0.391	1.958
-0.3	0.947	-0.604	0.801	-0.52
0.173	0.008	-0.16	0.23	1.231
-0.492	0.858	-0.021	0.188	0.026
0.908	0.872	-0.39	0.796	3.054
0.107	-0.27	-0.077	0.067	1.203
-0.959	-0.667	-0.079	-0.231	3.255
0.197	-0.911	-0.471	0.431	0.356
-0.319	0.686	-0.508	-0.395	1.045
-0.228	-0.83	0.91	-0.362	1.209
-0.666	0.515	-0.205	-0.553	0.498
0.754	-0.924	0.883	-0.011	-0.81
0.209	0.843	-0.865	0.182	1.514
0.23	0.453	0.171	0.766	1.875
-0.798	-0.775	-0.103	-0.265	3.21
-0.239	-0.458	-0.572	-0.301	1.973
-0.47	0.578	0.898	-0.748	-0.858
0.888	-0.2	-0.889	-0.822	2.229
-0.135	-0.706	0.244	-0.725	1.232
-0.653	0.214	0.677	-0.818	-0.227
0.507	0.604	0.025	0.632	2.25
-0.346	-0.75	-0.397	-0.815	2.726
-0.813	0.888	-0.621	0.677	-1.707
0.736	-0.697	-0.852	0.51	-1.108
0.273	0.9	0.539	0.505	2.581
0.043	-0.011	-0.291	-0.517	1.599
-0.786	-0.062	-0.449	-0.598	1.983
-0.874	-0.56	-0.162	0.887	2.481
-0.608	0.891	-0.232	0.158	-0.398
0.454	0.211	-0.611	-0.729	2.478
0.602	0.118	-0.067	-0.289	1.552
-0.819	-0.128	0.118	0.233	1.669
0.753	0.146	-0.973	-0.332	2.276
0.1	0.334	0.017	0.909	1.431
0.371	0.534	-0.543	0.855	0.966
-0.39	-0.188	0.469	0.313	1.814
0.327	-0.449	-0.582	0.319	0.488
0.426	-0.509	0.616	-0.4	0.157
-0.27	0.621	-0.811	0.319	0.28
-0.514	-0.877	-0.75	-0.864	3.948
-0.054	0.311	-0.628	0.162	1.046
-0.349	0.217	0.653	0.586	1.838
-0.033	0.173	0.517	0.051	1.336
0.303	0.942	0.472	0.398	2.532
-0.108	-0.875	0.422	0.719	2.19
-0.393	-0.421	-0.569	0.399	1.342
-0.248	0.782	-0.83	-0.055	0.809
-0.1	0.124	-0.636	0.482	0.65
0.223	-0.539	-0.624	-0.634	1.731
0.338	-0.691	-0.999	-0.618	1.834
-0.676	-0.609	0.454	0.693	3.164
0.673	-0.763	-0.7	-0.977	1.127
-0.82	0.978	0.276	-0.055	-1.136
0.545	0.474	0.922	-0.995	0.24
0.37	-0.696	0.165	0.694	0.756
-0.478	0.752	-0.182	-0.731	0.488
